data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3;;;;;;;;;;;;;;;;;;;;
7745288,710,SAF14295,14295,11 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Pretoria News; Times (South Africa); Daily Sun (South Africa); Sowetan (South Africa); SABC News,Subnational-National,On 11 March 2021, students gathered outside the Department of Higher Education and Training in Pretoria (City of Tshwane, Gauteng) as demonstrations in support of students and against their financial exclusion to register at universities continued and after a man was fatally shot (coded separately). The group also demonstrated against the lack of funds for students given by the National Student Financial Aid Scheme (NSFAS). Several demonstrations regarding students financial exclusion were registered across the country during the week, beginning on 9 March 2021. [size=no report],0,1615847072,ZAF;;;;;;;;;;;;;;;;
7745638,710,SAF14291,14291,11 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),C19PC: C19 Peoples Coalition,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg,-26.2023,28.0436,1,News24 (South Africa),National,On 11 March 2021, supporters of the C19PC gathered outside pharmaceutical companies in Johannesburg (City of Johannesburg, Gauteng) in a demonstration to demand urgent vaccine access and rollouts for everyone. The group also demonstrated in Cape Town (coded separately). [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745639,710,SAF14289,14289,11 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),C19PC: C19 Peoples Coalition,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,News24 (South Africa),National,On 11 March 2021, supporters of the C19PC gathered outside pharmaceutical companies in Cape Town (City of Cape Town, Western Cape) in a demonstration to demand urgent vaccine access and rollouts for everyone. The group also demonstrated in Johannesburg (coded separately). [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7837531,710,SAF14293,14293,11 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,North West,Bojanala,Rustenburg,Marikana,-25.6913,27.4933,1,Daily Sun (South Africa),National,On 11 March 2021, more than 500 residents gathered in Marikana (Bojanala Platinum, North-West) in a demonstration, demanding the dismissal of a mines head of security and employment opportunities for the local community. [size=more than 500],0,1618514471,ZAF;;;;;;;;;;;;;;;;;;;;
8008365,710,SAF14294,14294,11 March 2021,2021,1,Protests,Protest with intervention,Protesters (South Africa),,6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,GroundUp; Citizen (South Africa),National,On 11 March 2021, parents gathered at a high school in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal) in a demonstration, demanding answers about school funds and the poor condition of services and buildings at the school. Police intervened. [size=no report],0,1622068024,ZAF;;;;;;;;;;;;;;;;;;;
7745282,710,SAF14283,14283,10 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa); SASCO: South Africa Students Congress; EFF: Economic Freedom Fighters; Civilians (South Africa); Journalists (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,GardaWorld; Herald (South Africa); Daily Sun (South Africa); Times (South Africa); IOL; City Press (South Africa); Xinhua; EWN; Political Bureau (South Africa); Star (South Africa); African News Agency; Citizen (South Africa); GroundUp; Sowetan (South Africa); News24 (South Africa); SABC News,Other-National,On 10 March 2021, hundreds of university students set tires on fire, blocking roads in Johannesburg - Braamfontein (City of Johannesburg, Gauteng) in a demonstration against the exclusion of students in debt from registering for the new academic year. The police used rubber bullets to disperse the group; a bystander was shot by a rubber bullet and killed, and between 2 to 5 students (2 of them were student journalists covering the event) were injured. 3 people were arrested. Members of the SASCO and EFF Student Command were present. Several demonstrations regarding students financial exclusion were registered across the country during the week, beginning on 9 March 2021. [size=hundreds],1,1615847072,ZAF
7745380,710,SAF14281,14281,10 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),Labour Group (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Alexandra,-26.1167,28.1,1,Alex News,National,On 10 March 2021, Small Business Economic Development workers set tires on fire, blocking the Alfred Nzo street in Johannesburg - Alexandra (City of Johannesburg, Gauteng) in a demonstration against unpaid payments by another governmental company. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745497,710,SAF14282,14282,10 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Auckland Park,-26.1814,28.0039,1,Daily Sun (South Africa),National,On 10 March 2021, a group of musicians gathered in front of a broadcasting company in Johannesburg - Auckland Park (City of Johannesburg, Gauteng) in a demonstration against the payola system that forces artists to pay bribes to DJs and producers in order to get their music to be played on the radio. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745552,710,SAF14280,14280,10 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa); Private Security Forces (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,Herald (South Africa),Subnational,On 10 March 2021, Small Business Economic Development workers and former security guards gathered at the City Hall in Gqeberha (Nelson Mandela Bay, Eastern Cape) in a demonstration to demand housing projects to be given to them rather than other contractors, while the guards were demanding employment. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;
7745646,710,SAF14286,14286,10 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),BLF: Black First, Land First,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Nyasa Times (Malawi),Regional,On 10 March 2021, BLF members gathered in front of the Malawian embassy in Pretoria (City of Tshwane, Gauteng) to deliver a petition regarding the extradition of a Malawian self-claimed prophet and his wife, whom they claim, will not receive a fair trial in South Africa. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745661,710,SAF14285,14285,10 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),Labour Group (South Africa),5,Private Security Forces (South Africa),,8,58,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Pretoria News,Subnational,On 10 March 2021, E-hailing drivers gathered in front of the Department of Transport in Pretoria (City of Tshwane, Gauteng) in a demonstration against what they state are exploitative actions by transport application companies, calling for the department of transport to implement regulations. An altercation between private security and the drivers were reported. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7769990,710,SAF14365,14365,10 March 2021,2021,2,Riots,Violent demonstration,Rioters (South Africa),Women (South Africa),5,Rioters (South Africa),Women (South Africa),5,55,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,Around 10 March 2021 (week of), Area 20 residents took to the streets in Gqeberha (Nelson Mandela Bay, Eastern Cape) in a demonstration to demand the restoration of an electricity transformer that has exploded in the region. While a group started to remove illegal connections, a physical altercation between female residents was registered; no reports on injuries. [size=no report],0,1617053590,ZAF;;;;;;;;;;;;;;;;;;;
7837532,710,SAF14284,14284,10 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,Port St Johns,Port Saint Johns,-31.6229,29.5448,1,Daily Dispatch,Subnational,On 10 March 2021, about 50 small business workers gathered at the municipal offices of Port Saint Johns (OR Tambo, Eastern Cape) in a demonstration against the exclusion of contractors for the municipality projects, corruption, and ill-treatment, among other things. [size=about 50],0,1618514471,ZAF;;;;;;;;;;;;;;;;;;;;
7745281,710,SAF14276,14276,09 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Times (South Africa); IOL; EWN; City Press (South Africa); GardaWorld; SABC News; Citizen (South Africa); African News Agency; GroundUp,Other-National,On 9 March 2021, between 30 to 50 university students set tires on fire blocking roads in Johannesburg - Braamfontein (City of Johannesburg, Gauteng) in a demonstration against the exclusion of students in debt from registering for the new academic year. The police used rubber bullets to disperse the group. Several people were injured, and a student activist was beaten and arrested by officers. Several demonstrations regarding students financial exclusion were registered across the country during the week, beginning on 9 March 2021. [size=between 30 to 50],0,1615847072,ZAF;;;;;;;;;;;;
7745500,710,SAF14278,14278,09 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,Police Forces of South Africa (1994-),Civilians (International); Labour Group (International); Labour Group (South Africa); Civilians (South Africa),1,15,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,Thaba Chweu,Lydenburg,-25.1,30.45,2,Daily Sun (South Africa),National,On 9 March 2021, Mashishing and Sabie residents allegedly set municipal offices on fire, and torched a supermarket, destroyed businesses (some belonging to foreign nationals) and set tires on fire, blocking roads in Mashishing / Lydenburg (Ehlanzeni, Mpumalanga) during a demonstration for better service delivery and against the municipalitys mayor, whom they accuse of corruption. At least 13 people were arrested. The group also demonstrated on the day prior (coded separately). [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;
7745547,710,SAF14275,14275,09 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,GroundUp,National,On 9 March 2021, about 100 drivers of a bus company marched to the Department of Labour offices in Gqeberha (Nelson Mandela Bay, Eastern Cape) in a demonstration to demand the payment of the Coronavirus Temporary Employee Relief Scheme (TERS) they are due. [size=about 100],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745548,710,SAF14277,14277,09 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Parktown,-26.1821,28.0267,1,GroundUp,National,On 9 March 2021, students gathered at a university in Johannesburg - Parktown (City of Johannesburg, Gauteng) in a demonstration against the exclusion of students in debt from registering for the new academic year. Students who were also demonstrating in Braamfontein (coded separately) moved to Parktown after they were dispersed by the police. Several demonstrations regarding students financial exclusion were registered across the country during the week, beginning on 9 March 2021. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7757225,710,SAF14300,14300,09 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Labour Group (South Africa); WFP: Women on Farms Project; Women (South Africa); Farmers (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Cape Winelands,Stellenbosch,Stellenbosch,-33.9346,18.8668,2,GroundUp; Cape Times,Subnational-National,On 9 March 2021, a group of workers gathered outside the Thiangara farm, on the border of the Stellenbosch municipality (Cape Winelands, Western Cape) in a demonstration against the farms condition. The demonstration was supported by the Women on Farms Project. [size=no report],0,1616447510,ZAF;;;;;;;;;;;;;;;;
7837533,710,SAF14279,14279,09 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Ugu,Ray Nkonyeni,Umzumbe,-30.6196,30.5435,1,Witness,National,On 9 March 2021, a group blocked the Station Road with trees, stones and burning tires in Umzumbe (Ugu, KwaZulu-Natal) in a demonstration to demand the restoration of water supply in the area. [size=no report],0,1618514471,ZAF;;;;;;;;;;;;;;;;;;;;
7875160,710,SAF14364,14364,09 March 2021,2021,2,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,Citizen (South Africa),National,Around 9 March 2021 (between 9 - 10 March), students gathered at an university campus in Bloemfontein (Mangaung, Free State), against their financial exclusion from the National Student Financial Aid Scheme. Several demonstrations regarding students financial exclusion were registered across the country during the week, beginning on 9 March 2021. [size=no report],0,1618857530,ZAF;;;;;;;;;;;;;;;;;;;;
7745278,710,SAF14268,14268,08 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Women (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,GroundUp; Cape Argus; News24 (South Africa),Subnational-National,On 8 March 2021, close to 100 people gathered in front of the Department of Justice and Constitutional Developments Western Cape regional offices in Cape Town (City of Cape Town, Western Cape) in a demonstration to demand justice for rape victims and better access to justice in the Khayelitsha court. A memorandum was delivered to the Director-Justice Operations of the offices. [size=close to 100],0,1615847072,ZAF;;;;;;;;;;;;;;;;;;
7745427,710,SAF14274,14274,08 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Citizen (South Africa),National,On 8 March 2021, parents gathered outside a primary school in Pretoria (City of Tshwane, Gauteng) in a demonstration to demand the placement of their children in the school. The police was called to the scene. No report of an intervention. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745593,710,SAF14272,14272,08 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,Thaba Chweu,Lydenburg,-25.1,30.45,1,Laevelder Lowvelder,Subnational,On 8 March 2021, about 400 people broke down a bus stop shelter, burned tires, littered the streets, and gathered outside the Thaba Chweu Local Municipality offices in Mashishing / Lydenburg (Ehlanzeni, Mpumalanga) in a demonstration to demand better service delivery. The police were present, and shots were fire. [size=about 400],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7837535,710,SAF14271,14271,08 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,Civilians (South Africa),Health Workers (South Africa),7,57,Southern Africa,South Africa,Limpopo,Capricorn,Polokwane,Lonsdale,-23.6141,29.1603,1,Polokwane Review,Subnational,On 8 March 2021, a group assaulted hospital staff, damaged property and blocked access to a hospital in Lonsdale (Capricorn, Limpopo) during a demonstration regarding service delivery in the region. It was not reported whether there were injuries. [size=no report],0,1618514471,ZAF;;;;;;;;;;;;;;;;;;;;
7837536,710,SAF14270,14270,08 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Kouga,Humansdorp,-34.0333,24.7667,1,Herald (South Africa),Subnational,On 8 March 2021, a group gathered in front of the Humansdorp magistrates court (Cacadu, Eastern Cape) in a demonstration against the provision of bail of a man accused of killing a Wavecrest resident. [size=no report],0,1618514471,ZAF;;;;;;;;;;;;;;;;;;;;
8008366,710,SAF14273,14273,08 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Phoenix,-29.7043,30.9761,1,Daily Sun (South Africa); Post (South Africa),National,On 8 March 2021, students of a secondary school gathered in front of the institution in Phoenix (eThekwini, KwaZulu-Natal) in a demonstration against the possible dismissal of two teachers who did not want to teach several subjects outside isiZulu, and against the unequal treatment the subject and language gets from the school. The group also demonstrated on 5 March 2021 (coded separately). [size=no report],0,1622068024,ZAF;;;;;;;;;;;;;;;;;;;
8008367,710,SAF14269,14269,08 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),MKMVA: Umkhonto WeSizwe Military Association,5,Rioters (International),Labour Group (International); Civilians (Burkina Faso); Labour Group (Burkina Faso),5,55,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,News24 (South Africa); Times (South Africa); EWN; GardaWorld; Witness; GroundUp,Other-National,On 8 March 2021, between 8 and 10 alleged young MKMVA members petrol bombed and set foreign owned businesses on fire and looted stores in Durban (eThekwini, KwaZulu-Natal) during a demonstration to call for the removal of undocumented immigrants of the region. At least 2 foreign store owners and MKMVA members were injured (after foreign owners retaliation). According to one report, a Burkina Faso national was set alight, stabbed and injured. The MKMVA KZN convener denied the groups involvement and stated that the perpetrators were rogue elements. [size=between 8 to 10],0,1622068024,ZAF;;;;;;;;;;;;;
7745660,710,SAF14267,14267,07 March 2021,2021,2,Riots,Mob violence,Rioters (South Africa),Vigilante Group (South Africa),5,Civilians (South Africa),,7,57,Southern Africa,South Africa,Limpopo,Vhembe,Thulamela,Thohoyandou,-22.95,30.4833,1,Polokwane Review,Subnational,Around 7 March 2021 (as reported), a man was tied to a tree, beaten and injured by Ha-Mutsha residents in Thohoyandou (Vhembe, Limpopo) after he assaulted his ex-wife. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745742,710,SAF14266,14266,07 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Christian Group (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Pimville,-26.2723,27.9068,1,Sowetan (South Africa),National,On 7 March 2021, members of a church gathered in front of its building in Johannesburg - Pimville (City of Johannesburg, Gauteng) in a demonstration against the churchs pastor, accused of raping a minor, abuse and bribery. [size=no report],0,1615847074,ZAF;;;;;;;;;;;;;;;;;;;;
7745421,710,SAF14263,14263,06 March 2021,2021,2,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Argus,Subnational,Around 6 March 2021 (weekend of), a group gathered outside a bank in Cape Towns CBD (City of Cape Town, Western Cape) in a demonstration against the banks potential financial backing of the East African Crude Oil Pipeline (EACOP). [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7745422,710,SAF14264,14264,06 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Ruyterwacht,-33.9194,18.5543,1,Cape Argus,Subnational,On 6 March 2021, beneficiaries of a social housing project gathered at Vereeniging Circle, Cape Town - Ruyterwacht (City of Cape Town, Western Cape) in a demonstration against what they said is the illegal sale of the social housing units, which they claim, where stolen from the beneficiaries. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
8008368,710,SAF14265,14265,06 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Merebank,-29.9667,30.9667,1,Rising Sun Chatsworth,Subnational,On 6 March 2021, a group gathered in front of a waste water treatment facility in Merebank (eThekwini, KwaZulu-Natal) in a demonstration against the smell the facility causes. [size=no report],0,1622068024,ZAF;;;;;;;;;;;;;;;;;;;;
9471330,710,SAF14547,14547,06 March 2021,2021,1,Riots,Mob violence,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Xenowatch,Local partner-Other,On 6 March 2021, xenophobic attacks against foreign owned shops were registered in Durban (eThekwini, KwaZulu-Natal). [size=no report],0,1663032953,ZAF;;;;;;;;;;;;;;;;;;;;
7732194,710,SAF14249,14249,05 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Khayelitsha,-34.0393,18.6792,1,GroundUp; Pretoria News,National,On 5 March 2021, a group of parents gathered in the provincial Education Department offices of Cape Town - Khayelitsha (City of Cape Town, Western Cape) in a demonstration to demand the removal of the schools principal, accused of misconduct. The group also demonstrated on 4 March; the principal was removed from office. [size=no report],0,1615246424,ZAF;;;;;;;;;;;;;;;;;;
7732195,710,SAF14250,14250,05 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),NDSASA: National Driving School Association of South Africa; Labour Group (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Centurion,-25.8589,28.1858,1,EWN; Times (South Africa),National,On 5 March 2021, members of the NDSASA took to the streets in Centurion (City of Tshwane, Gauteng) in a demonstration against the provinces online drivers licence booking system. [size=no report],0,1615246424,ZAF;;;;;;;;;;;;;;;;;;
7732312,710,SAF14248,14248,05 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Boksburg,-26.2167,28.25,1,Citizen (South Africa),National,On 5 March 2021, a small group of people gathered in front of the Boksburg Magistrates court, Boksburg (Ekurhuleni, Gauteng) in a demonstration against 5 individuals charged for killing a goalkeeper of a football team in 2014. [size=a small group],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;;
7732356,710,SAF14251,14251,05 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),ANC: African National Congress; Women (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Daily Sun (South Africa),National,On 5 March 2021, ANC members gathered in front of the Constitutional Hill, Johannesburg - Braamfontein (City of Johannesburg, Gauteng) in a demonstration against gender-based violence (GBV). [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;
7732484,710,SAF14252,14252,05 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,Bushbuckridge,Marite,-24.9716,31.1125,2,Laevelder Lowvelder,Subnational,On 5 March 2021, a group used a truck to block the R40 road near Marite (Ehlanzeni, Mpumalanga) for a demonstration. The reason for the demonstration unknown. [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;;
7732641,710,SAF14254,14254,05 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),SASCO: South Africa Students Congress; Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,Sedibeng,Emfuleni,Vanderbijlpark,-26.7117,27.8379,1,Sedibeng Star,Subnational,On 5 March 2021, SASCO members gathered in Vanderbijlpark (Sedibeng, Gauteng) for a demonstration. The reason for the demonstration was unknown. [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;
8008370,710,SAF14253,14253,05 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),Labour Group (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,Mpofana,Mooi River,-29.2108,30.0073,2,Northern Natal News,Subnational,On 5 March 2021, Bruntville and Mooi River residents set tires and debris on fire, blocking the R622 road between Greytown and Mooi River (uMgungundlovu, KwaZulu-Natal) in a demonstration against service delivery in the municipality and the recruitment process for jobs in it. [size=no report],0,1622068024,ZAF;;;;;;;;;;;;;;;;;;;;
8008371,710,SAF14262,14262,05 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Phoenix,-29.7043,30.9761,1,Daily Sun (South Africa); Post (South Africa),National,On 5 March 2021, students of a secondary school gathered in front of the institution in Phoenix (eThekwini, KwaZulu-Natal) in a demonstration against the possible dismissal of two teachers who did not want to teach several subjects outside isiZulu, and against the unequal treatment the subject and language gets from the school. The group also demonstrated on 8 March 2021 (coded separately). [size=no report],0,1622068024,ZAF;;;;;;;;;;;;;;;;;;;
7732407,710,SAF14247,14247,04 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Nigel,-26.4314,28.4771,1,GroundUp,National,On 4 March 2021, Happiness Village residents marched to the Dunnottar police station, Dunnottar in Nigel (Ekurhuleni, Gauteng) in a demonstration to demand investigations regarding South African National Defence Force officials who have allegedly assaulted, tortured and committed other human rights violations against the community. [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;;
7732413,710,SAF14243,14243,04 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Khayelitsha,-34.0393,18.6792,1,GroundUp,National,On 4 March 2021, a group of parents gathered at a primary school in Cape Town - Khayelitsha (City of cape Town, Western Cape) in a demonstration to demand the removal of the schools principal, accused of misconduct. [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;;
7732596,710,SAF14246,14246,04 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Mamelodi,-25.713,28.3653,1,Pretoria News,Subnational,On 4 March 2021, residents marched to the Mamelodi West Police Station, Mamelodi (City of Tshwane, Gauteng) in a demonstration against the action of criminal gangs in the region and police response. [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;;
7732633,710,SAF14244,14244,04 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,SABC News,National,On 4 March 2021, students gathered in a university campus in Johannesburg - Braamfontein (City of Johannesburg, Gaunteng) in a demonstration to demand the registration of students in debt. [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;;
7732802,710,SAF14245,14245,04 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Limpopo,Vhembe,Makhado,Makhado,-23.0833,29.8833,1,Zoutnet,Subnational,On 4 March 2021, Vleifontein residents set objects on fire on roads leading to the Makhado Municipal offices, Makhado (Vhembe, Limpopo) in a demonstration against service delivery, the criminal rate of the region and damaged streets. [size=no report],0,1615246425,ZAF;;;;;;;;;;;;;;;;;;;;
7745423,710,SAF14261,14261,04 March 2021,2021,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Argus,Subnational,On 4 March 2021, University of Cape Town students gathered in front of the universitys catering offices in Cape Town (City of Cape Town, Western Cape) in a demonstration against the provision of rotten food and the lack of food. [size=no report],0,1615847073,ZAF;;;;;;;;;;;;;;;;;;;;
7732192,710,SAF14235,14235,03 March 2021,2021,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Boksburg,-26.2167,28.25,1,EWN; IOL,National,On 3 March 2021, Comet residents set tires on fire in Rondebult road, Boksburg (Ekurhuleni, Gauteng) during a demonstration. The motivation for the demonstration was unknown. [size=no report],0,1615246424,ZAF;;;;;;;;;;;;;;;;;;;
