,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
943,9282403,710,SAF16723,16723,2022-05-13,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Northern Cape,Frances Baard,Sol Plaatje,Ritchie,-29.038,24.6028,1,Diamond Fields Advertiser,National,"On 13 May 2022, a group of students burned tires outside the Rietvale High School in Ritchie (Sol Plaatje, Frances Baard, Northern Cape) to demonstrate against the quality of education and shortage of teachers at the school. [size=no report]",0,1653346608,ZAF
990,9342048,710,SAF16771,16771,2022-05-06,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Gqeberha,-33.918,25.5701,1,Herald (South Africa),Subnational,"On 6 May 2022, parents and students shut down the Papenkuil Primary School in Gqeberha (Nelson Mandela Bay, Eastern Cape) to protest against maths teacher's constant absenteeism since 2012. [size=no report]",0,1653947722,ZAF
1043,9197070,710,SAF16624,16624,2022-04-25,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,Daily News (South Africa),National,"On 25 April 2022, students gathered outside the Magistrate's Court in Pinetown (KwaZulu-Natal, eThekwini) to demand justice for a student raped by a professor. The protesters demanded that the teacher are denied bail. [size=no report]",0,1652126672,ZAF
1065,9365841,710,SAF16932,16932,2022-04-21,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch,Subnational,"On 21 April 2022, students shut down the Walter Sisulu University (WSU) in East London (Buffalo City, Eastern Cape) to protest against the university's decision to halt the graduation of students who had registered for unaccredited programs. [size=no report]",0,1655833736,ZAF
1066,9365842,710,SAF16931,16931,2022-04-21,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Amathole,Mnquma,Butterworth,-32.3333,28.15,1,Daily Dispatch,Subnational,"On 21 April 2022, students shut down the Walter Sisulu University (WSU) in Butterworth (Mnquma, Amathole, Eastern Cape) to protest against the university's decision to halt the graduation of students who had registered for unaccredited programs. [size=no report]",0,1655833736,ZAF
1072,9152542,710,SAF16606,16606,2022-04-20,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mqanduli,-31.8149,28.7618,1,GroundUp,National,"On 20 April 2022, over 1000 students and parents blocked roads with burning tires and rocks in Mqanduli (Eastern Cape, O.R.Tambo) to call for two schools to be rebuilt. The police used rubber bullets and stun grenades to disperse demonstrators. [size=over 1000]",0,1650911284,ZAF
1112,9106022,710,SAF16559,16559,2022-04-11,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Greyville,-29.8474,31.013,1,Mercury (South Africa),National,"On 11 April 2022, students gathered outside the Durban University of Technology ML Sultan campus in Greyville (eThekwini, KwaZulu-Natal) to call for enrollment into the diploma programme for corticate holders. According to university policy, certificate holders have automatic enrollment into the diploma programme. [size=no report]",0,1650311549,ZAF
1140,9054424,710,SAF16529,16529,2022-04-04,2022,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,Kormorant (South Africa); OFM,Subnational-National,"On 4 April 2022, a group of students gathered at the University of the Free State in Bloemfontein (Mangaung, Free State) to protest the delayed National Student Financial Aid Scheme payments. The police shot two students with stun grenades. [size=no report]",0,1649703525,ZAF
1146,9469241,710,SAF16509,16509,2022-04-04,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Free State,Thabo Mofutsanyane,Maluti a Phofung,Phuthaditjhaba,-28.5242,28.8158,1,News24 (South Africa); Herald (South Africa); Times (South Africa); African News Agency; IOL; Daily Sun (South Africa),National,"On 4 April 2022, two buildings at the University of the Free State Qwaqwa campus in Phuthaditjhaba (Thabo Mofutsanyane, Free State) was set alight. The fire was allegedly set due to the delayed payment of National Student Financial Aid Scheme. The police arrested four students. There were no injuries. [size=no report]",0,1663032946,ZAF
1184,8918690,710,SAF16458,16458,2022-03-25,2022,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Kariega,-33.7653,25.4022,1,GroundUp,National,"On 25 March 2022, over 300 students gathered outside the Eastcape Midlands College in Kariega (Nelson Mandela Bay, Eastern Cape) to call for their National Student Financial Aid Scheme allowances to be paid. Protesters blocked (through unspecified means) Durban Street and police used stun grenades to disperse them. [size=over 300]",0,1648497327,ZAF
1190,8918503,710,SAF16468,16468,2022-03-24,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Private Security Forces (South Africa),,8,58,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Herald (South Africa); Daily News (South Africa); SABC News,National,"On 24 March 2022, about 500 students gathered on campus at Durban University of Technology in Durban (eThekwini, KwaZulu-Natal) to call for their National Student Financial Aid Scheme allowances to be paid. The group pelted stones at security guards and damaged windows. [size=about 500]",0,1648497327,ZAF
1205,9469240,710,SAF16470,16470,2022-03-23,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,SABC News; Daily Dispatch (South Africa),National,"On 23 March 2022, hundreds of students gathered on the N2 highway in front of campus at the Walter Sisulu University Nelson Mandela campus in Mthatha (O.R.Tambo, Eastern Cape) to call for their National Student Financial Aid Scheme allowances to be paid. The group, armed with sticks and steel rods, stoned cars, and lit tires on fire. [size=hundreds]",0,1663032946,ZAF
1210,8918687,710,SAF16482,16482,2022-03-22,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Eden,George,George,-33.9667,22.45,1,George Herald (South Africa),Subnational,"On 22 March 2022, students of South Cape College George Campus protested at George Campus in Hibernia Street before moving to the admin building in Mitchell Street in George (Eden, Western Cape), over non-payment of NSFAS bursary money. The payment date by NSFAS was postponed, for a second time, from Friday 18 March. [size=no report]",0,1648497327,ZAF
1213,8918700,710,SAF16462,16462,2022-03-22,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,IOL,National,"On 22 March 2022, students gathered outside the Central University of Technology in Bloemfontein (Mangaung, Free State) to express 'issues with management'. Students pelted rocks at the police and barricaded the street with bricks. Five students were arrested. [size=no report]",0,1648497327,ZAF
1228,8910616,710,SAF16436,16436,2022-03-17,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Daily Sun (South Africa),National,"On 17 March 2022, parents and students gathered in front of a primary school in Durban (eThekwini, KwaZulu-Natal) in a demonstration to demand the renovation of the building. [size=no report]",0,1647897722,ZAF
1231,8910758,710,SAF16445,16445,2022-03-17,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,SABC News,National,"On 17 March 2022, Central University of Technology students set objects on fire barricading the main entrance of the Bloemfontein campus (Mangaung, Free State) in a demonstration to demand the payment of NSFAS allowances for food, accommodation and materials. 4 students were arrested by the police. [size=no report]",0,1647897722,ZAF
1244,8910602,710,SAF16425,16425,2022-03-15,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,Daily Dispatch,Subnational,"On 15 March 2022, about 100 Walter Sisulu University students set tires on fire on the main road of the Zamukulungisa campus in Mthatha (O.R.Tambo, Eastern Cape) in a demonstration against their eviction from off-campus residences after the university sent a list of students not funded by the NSFAS to their landlords. [size=about 100]",0,1647897722,ZAF
1245,8910648,710,SAF16433,16433,2022-03-15,2022,1,Protests,Excessive force against protesters,Protesters (South Africa),Students (South Africa),6,Private Security Forces (South Africa),,8,68,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,IOL,National,"On 15 March 2022, a student was shot (not specified) in the eye by private security guards during a demonstration at the UKZN's Howard College campus gate, Durban (eThekwini, KwaZulu-Natal) over accommodation issues. The student lost his eye. [size=no report]",0,1647897722,ZAF
1246,8910504,710,SAF16408,16408,2022-03-14,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),Civilians (South Africa); Students (South Africa); Labour Group (South Africa),1,15,Southern Africa,South Africa,Free State,Thabo Mofutsanyane,Maluti a Phofung,Phuthaditjhaba,-28.5242,28.8158,1,IOL; Times (South Africa),National,"On 14 March 2022, University of the Free State students pelted stones against police offices, vandalized and looted property, assaulted staff and students and barricaded the R57 road in the Qwaqwa campus, Phuthaditjhaba (Thabo Mofutsanyane, Free State) during a demonstration regarding the payment of allowances by the National Student Financial Aid Scheme. 2 students were arrested. [size=no report]",0,1647897722,ZAF
1252,9469237,710,SAF16420,16420,2022-03-14,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,SABC News; George Herald (South Africa),National,"On 14 March 2022, University of Zululand students damaged university windows and set tires and other objects on fire at the KwaDlangezwa campus (Uthungulu, KwaZulu-Natal) in a demonstration over a series of crimes happening at off-campus accommodations in the area. [size=no report]",0,1663032946,ZAF
1283,8900555,710,SAF16401,16401,2022-03-09,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Northern Cape,Pixley ka Seme,Ubuntu,Victoria West,-31.403,23.1205,1,Diamond Fields Advertiser,National,"On 9 March 2022, students gathered at a school in Victoria West (Pixley ka Seme, Northern Cape) in a demonstration against the shortage of teachers. [size=no report]",0,1647287810,ZAF
1284,8900573,710,SAF16385,16385,2022-03-09,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Bellville,-33.9,18.6333,1,GroundUp,National,"On 9 March 2022, students disrupted classes, taking other students out of their classes (means unspecified), of a College in Cape Town - Bellville (City of Cape Town, Western Cape) in a demonstration over the non-payment of NSFAS allowances. [size=no report]",0,1647287810,ZAF
1288,8910641,710,SAF16421,16421,2022-03-09,2022,2,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,George Herald (South Africa),National,"Around 9 March 2022 (week of), University of Zululand students blocked (means not specified) the University's KwaDlangezwa campus (Uthungulu, KwaZulu-Natal) in a demonstration over a series of crimes happening at off-campus accommodations in the area. [size=no report]",0,1647897722,ZAF
